Date,Company,Ticker,Close_Price,Industry,Sector
6/13/2023,Apple,AAPL,183.31,Computer Manufacturing,Technology
6/14/2023,Apple,AAPL,183.95,Computer Manufacturing,Technology
6/15/2023,Apple,AAPL,186.01,Computer Manufacturing,Technology
6/16/2023,Apple,AAPL,184.92,Computer Manufacturing,Technology
6/20/2023,Apple,AAPL,185.01,Computer Manufacturing,Technology
6/21/2023,Apple,AAPL,183.96,Computer Manufacturing,Technology
6/22/2023,Apple,AAPL,187,Computer Manufacturing,Technology
6/23/2023,Apple,AAPL,186.68,Computer Manufacturing,Technology
6/26/2023,Apple,AAPL,185.27,Computer Manufacturing,Technology
6/27/2023,Apple,AAPL,188.06,Computer Manufacturing,Technology
6/28/2023,Apple,AAPL,189.25,Computer Manufacturing,Technology
6/29/2023,Apple,AAPL,189.59,Computer Manufacturing,Technology
6/30/2023,Apple,AAPL,193.97,Computer Manufacturing,Technology
7/3/2023,Apple,AAPL,192.46,Computer Manufacturing,Technology
7/5/2023,Apple,AAPL,191.33,Computer Manufacturing,Technology
7/6/2023,Apple,AAPL,191.81,Computer Manufacturing,Technology
7/7/2023,Apple,AAPL,190.68,Computer Manufacturing,Technology
7/10/2023,Apple,AAPL,188.61,Computer Manufacturing,Technology
7/11/2023,Apple,AAPL,188.08,Computer Manufacturing,Technology
7/12/2023,Apple,AAPL,189.77,Computer Manufacturing,Technology
7/13/2023,Apple,AAPL,190.54,Computer Manufacturing,Technology
7/14/2023,Apple,AAPL,190.69,Computer Manufacturing,Technology
7/17/2023,Apple,AAPL,193.99,Computer Manufacturing,Technology
7/18/2023,Apple,AAPL,193.73,Computer Manufacturing,Technology
7/19/2023,Apple,AAPL,195.1,Computer Manufacturing,Technology
7/20/2023,Apple,AAPL,193.13,Computer Manufacturing,Technology
7/21/2023,Apple,AAPL,191.94,Computer Manufacturing,Technology
7/24/2023,Apple,AAPL,192.75,Computer Manufacturing,Technology
7/25/2023,Apple,AAPL,193.62,Computer Manufacturing,Technology
7/26/2023,Apple,AAPL,194.5,Computer Manufacturing,Technology
7/27/2023,Apple,AAPL,193.22,Computer Manufacturing,Technology
7/28/2023,Apple,AAPL,195.83,Computer Manufacturing,Technology
7/31/2023,Apple,AAPL,196.45,Computer Manufacturing,Technology
2/1/2023,Microsoft,MSFT,252.75,Computer Software: Prepackaged Software,Technology
2/2/2023,Microsoft,MSFT,264.6,Computer Software: Prepackaged Software,Technology
2/3/2023,Microsoft,MSFT,258.35,Computer Software: Prepackaged Software,Technology
2/6/2023,Microsoft,MSFT,256.77,Computer Software: Prepackaged Software,Technology
2/7/2023,Microsoft,MSFT,267.56,Computer Software: Prepackaged Software,Technology
2/8/2023,Microsoft,MSFT,266.73,Computer Software: Prepackaged Software,Technology
2/9/2023,Microsoft,MSFT,263.62,Computer Software: Prepackaged Software,Technology
2/10/2023,Microsoft,MSFT,263.1,Computer Software: Prepackaged Software,Technology
2/13/2023,Microsoft,MSFT,271.32,Computer Software: Prepackaged Software,Technology
2/14/2023,Microsoft,MSFT,272.17,Computer Software: Prepackaged Software,Technology
2/15/2023,Microsoft,MSFT,269.32,Computer Software: Prepackaged Software,Technology
2/16/2023,Microsoft,MSFT,262.15,Computer Software: Prepackaged Software,Technology
2/17/2023,Microsoft,MSFT,258.06,Computer Software: Prepackaged Software,Technology
2/21/2023,Microsoft,MSFT,252.67,Computer Software: Prepackaged Software,Technology
2/22/2023,Microsoft,MSFT,251.51,Computer Software: Prepackaged Software,Technology
2/23/2023,Microsoft,MSFT,254.77,Computer Software: Prepackaged Software,Technology
2/24/2023,Microsoft,MSFT,249.22,Computer Software: Prepackaged Software,Technology
2/27/2023,Microsoft,MSFT,250.16,Computer Software: Prepackaged Software,Technology
2/28/2023,Microsoft,MSFT,249.42,Computer Software: Prepackaged Software,Technology
3/1/2023,Microsoft,MSFT,246.27,Computer Software: Prepackaged Software,Technology
3/2/2023,Microsoft,MSFT,251.11,Computer Software: Prepackaged Software,Technology
3/3/2023,Microsoft,MSFT,255.29,Computer Software: Prepackaged Software,Technology
3/6/2023,Microsoft,MSFT,256.87,Computer Software: Prepackaged Software,Technology
3/7/2023,Microsoft,MSFT,254.15,Computer Software: Prepackaged Software,Technology
3/8/2023,Microsoft,MSFT,253.7,Computer Software: Prepackaged Software,Technology
3/9/2023,Microsoft,MSFT,252.32,Computer Software: Prepackaged Software,Technology
3/10/2023,Microsoft,MSFT,248.59,Computer Software: Prepackaged Software,Technology
3/13/2023,Microsoft,MSFT,253.92,Computer Software: Prepackaged Software,Technology
3/14/2023,Microsoft,MSFT,260.79,Computer Software: Prepackaged Software,Technology
3/15/2023,Microsoft,MSFT,265.44,Computer Software: Prepackaged Software,Technology
3/16/2023,Microsoft,MSFT,276.2,Computer Software: Prepackaged Software,Technology
3/17/2023,Microsoft,MSFT,279.43,Computer Software: Prepackaged Software,Technology
3/20/2023,Microsoft,MSFT,272.23,Computer Software: Prepackaged Software,Technology
3/21/2023,Microsoft,MSFT,273.78,Computer Software: Prepackaged Software,Technology
3/22/2023,Microsoft,MSFT,272.29,Computer Software: Prepackaged Software,Technology
3/23/2023,Microsoft,MSFT,277.66,Computer Software: Prepackaged Software,Technology
3/24/2023,Microsoft,MSFT,280.57,Computer Software: Prepackaged Software,Technology
3/27/2023,Microsoft,MSFT,276.38,Computer Software: Prepackaged Software,Technology
3/28/2023,Microsoft,MSFT,275.23,Computer Software: Prepackaged Software,Technology
3/29/2023,Microsoft,MSFT,280.51,Computer Software: Prepackaged Software,Technology
3/30/2023,Microsoft,MSFT,284.05,Computer Software: Prepackaged Software,Technology
3/31/2023,Microsoft,MSFT,288.3,Computer Software: Prepackaged Software,Technology
4/3/2023,Microsoft,MSFT,287.23,Computer Software: Prepackaged Software,Technology
4/4/2023,Microsoft,MSFT,287.18,Computer Software: Prepackaged Software,Technology
4/5/2023,Microsoft,MSFT,284.34,Computer Software: Prepackaged Software,Technology
4/6/2023,Microsoft,MSFT,291.6,Computer Software: Prepackaged Software,Technology
4/10/2023,Microsoft,MSFT,289.39,Computer Software: Prepackaged Software,Technology
4/11/2023,Microsoft,MSFT,282.83,Computer Software: Prepackaged Software,Technology
4/12/2023,Microsoft,MSFT,283.49,Computer Software: Prepackaged Software,Technology
4/13/2023,Microsoft,MSFT,289.84,Computer Software: Prepackaged Software,Technology
4/14/2023,Microsoft,MSFT,286.14,Computer Software: Prepackaged Software,Technology
4/17/2023,Microsoft,MSFT,288.8,Computer Software: Prepackaged Software,Technology
4/18/2023,Microsoft,MSFT,288.37,Computer Software: Prepackaged Software,Technology
4/19/2023,Microsoft,MSFT,288.45,Computer Software: Prepackaged Software,Technology
4/20/2023,Microsoft,MSFT,286.11,Computer Software: Prepackaged Software,Technology
4/21/2023,Microsoft,MSFT,285.76,Computer Software: Prepackaged Software,Technology
4/24/2023,Microsoft,MSFT,281.77,Computer Software: Prepackaged Software,Technology
4/25/2023,Microsoft,MSFT,275.42,Computer Software: Prepackaged Software,Technology
4/26/2023,Microsoft,MSFT,295.37,Computer Software: Prepackaged Software,Technology
4/27/2023,Microsoft,MSFT,304.83,Computer Software: Prepackaged Software,Technology
4/28/2023,Microsoft,MSFT,307.26,Computer Software: Prepackaged Software,Technology
5/1/2023,Microsoft,MSFT,305.56,Computer Software: Prepackaged Software,Technology
5/2/2023,Microsoft,MSFT,305.41,Computer Software: Prepackaged Software,Technology
5/3/2023,Microsoft,MSFT,304.4,Computer Software: Prepackaged Software,Technology
5/4/2023,Microsoft,MSFT,305.41,Computer Software: Prepackaged Software,Technology
5/5/2023,Microsoft,MSFT,310.65,Computer Software: Prepackaged Software,Technology
5/8/2023,Microsoft,MSFT,308.65,Computer Software: Prepackaged Software,Technology
5/9/2023,Microsoft,MSFT,307,Computer Software: Prepackaged Software,Technology
5/10/2023,Microsoft,MSFT,312.31,Computer Software: Prepackaged Software,Technology
5/11/2023,Microsoft,MSFT,310.11,Computer Software: Prepackaged Software,Technology
5/12/2023,Microsoft,MSFT,308.97,Computer Software: Prepackaged Software,Technology
5/15/2023,Microsoft,MSFT,309.46,Computer Software: Prepackaged Software,Technology
5/16/2023,Microsoft,MSFT,311.74,Computer Software: Prepackaged Software,Technology
5/17/2023,Microsoft,MSFT,314,Computer Software: Prepackaged Software,Technology
5/18/2023,Microsoft,MSFT,318.52,Computer Software: Prepackaged Software,Technology
5/19/2023,Microsoft,MSFT,318.34,Computer Software: Prepackaged Software,Technology
5/22/2023,Microsoft,MSFT,321.18,Computer Software: Prepackaged Software,Technology
5/23/2023,Microsoft,MSFT,315.26,Computer Software: Prepackaged Software,Technology
5/24/2023,Microsoft,MSFT,313.85,Computer Software: Prepackaged Software,Technology
5/25/2023,Microsoft,MSFT,325.92,Computer Software: Prepackaged Software,Technology
5/26/2023,Microsoft,MSFT,332.89,Computer Software: Prepackaged Software,Technology
5/30/2023,Microsoft,MSFT,331.21,Computer Software: Prepackaged Software,Technology
5/31/2023,Microsoft,MSFT,328.39,Computer Software: Prepackaged Software,Technology
6/1/2023,Microsoft,MSFT,332.58,Computer Software: Prepackaged Software,Technology
6/2/2023,Microsoft,MSFT,335.4,Computer Software: Prepackaged Software,Technology
6/5/2023,Microsoft,MSFT,335.94,Computer Software: Prepackaged Software,Technology
6/6/2023,Microsoft,MSFT,333.68,Computer Software: Prepackaged Software,Technology
6/7/2023,Microsoft,MSFT,323.38,Computer Software: Prepackaged Software,Technology
6/8/2023,Microsoft,MSFT,325.26,Computer Software: Prepackaged Software,Technology
6/9/2023,Microsoft,MSFT,326.79,Computer Software: Prepackaged Software,Technology
6/12/2023,Microsoft,MSFT,331.85,Computer Software: Prepackaged Software,Technology
6/13/2023,Microsoft,MSFT,334.29,Computer Software: Prepackaged Software,Technology
6/14/2023,Microsoft,MSFT,337.34,Computer Software: Prepackaged Software,Technology
6/15/2023,Microsoft,MSFT,348.1,Computer Software: Prepackaged Software,Technology
6/16/2023,Microsoft,MSFT,342.33,Computer Software: Prepackaged Software,Technology
6/20/2023,Microsoft,MSFT,338.05,Computer Software: Prepackaged Software,Technology
6/21/2023,Microsoft,MSFT,333.56,Computer Software: Prepackaged Software,Technology
6/22/2023,Microsoft,MSFT,339.71,Computer Software: Prepackaged Software,Technology
6/23/2023,Microsoft,MSFT,335.02,Computer Software: Prepackaged Software,Technology
6/26/2023,Microsoft,MSFT,328.6,Computer Software: Prepackaged Software,Technology
6/27/2023,Microsoft,MSFT,334.57,Computer Software: Prepackaged Software,Technology
6/28/2023,Microsoft,MSFT,335.85,Computer Software: Prepackaged Software,Technology
6/29/2023,Microsoft,MSFT,335.05,Computer Software: Prepackaged Software,Technology
6/30/2023,Microsoft,MSFT,340.54,Computer Software: Prepackaged Software,Technology
7/3/2023,Microsoft,MSFT,337.99,Computer Software: Prepackaged Software,Technology
7/5/2023,Microsoft,MSFT,338.15,Computer Software: Prepackaged Software,Technology
7/6/2023,Microsoft,MSFT,341.27,Computer Software: Prepackaged Software,Technology
7/7/2023,Microsoft,MSFT,337.22,Computer Software: Prepackaged Software,Technology
7/10/2023,Microsoft,MSFT,331.83,Computer Software: Prepackaged Software,Technology
7/11/2023,Microsoft,MSFT,332.47,Computer Software: Prepackaged Software,Technology
7/12/2023,Microsoft,MSFT,337.2,Computer Software: Prepackaged Software,Technology
7/13/2023,Microsoft,MSFT,342.66,Computer Software: Prepackaged Software,Technology
7/14/2023,Microsoft,MSFT,345.24,Computer Software: Prepackaged Software,Technology
7/17/2023,Microsoft,MSFT,345.73,Computer Software: Prepackaged Software,Technology
7/18/2023,Microsoft,MSFT,359.49,Computer Software: Prepackaged Software,Technology
7/19/2023,Microsoft,MSFT,355.08,Computer Software: Prepackaged Software,Technology
7/20/2023,Microsoft,MSFT,346.87,Computer Software: Prepackaged Software,Technology
7/21/2023,Microsoft,MSFT,343.77,Computer Software: Prepackaged Software,Technology
7/24/2023,Microsoft,MSFT,345.11,Computer Software: Prepackaged Software,Technology
7/25/2023,Microsoft,MSFT,350.98,Computer Software: Prepackaged Software,Technology
7/26/2023,Microsoft,MSFT,337.77,Computer Software: Prepackaged Software,Technology
7/27/2023,Microsoft,MSFT,330.72,Computer Software: Prepackaged Software,Technology
7/28/2023,Microsoft,MSFT,338.37,Computer Software: Prepackaged Software,Technology
7/31/2023,Microsoft,MSFT,335.92,Computer Software: Prepackaged Software,Technology
2/1/2023,Amazon,AMZN,105.15,Catalog/Specialty Distribution,Consumer Discretionary
2/2/2023,Amazon,AMZN,112.91,Catalog/Specialty Distribution,Consumer Discretionary
2/3/2023,Amazon,AMZN,103.39,Catalog/Specialty Distribution,Consumer Discretionary
2/6/2023,Amazon,AMZN,102.18,Catalog/Specialty Distribution,Consumer Discretionary
2/7/2023,Amazon,AMZN,102.11,Catalog/Specialty Distribution,Consumer Discretionary
2/8/2023,Amazon,AMZN,100.05,Catalog/Specialty Distribution,Consumer Discretionary
2/9/2023,Amazon,AMZN,98.24,Catalog/Specialty Distribution,Consumer Discretionary
2/10/2023,Amazon,AMZN,97.61,Catalog/Specialty Distribution,Consumer Discretionary
2/13/2023,Amazon,AMZN,99.54,Catalog/Specialty Distribution,Consumer Discretionary
2/14/2023,Amazon,AMZN,99.7,Catalog/Specialty Distribution,Consumer Discretionary
2/15/2023,Amazon,AMZN,101.16,Catalog/Specialty Distribution,Consumer Discretionary
2/16/2023,Amazon,AMZN,98.15,Catalog/Specialty Distribution,Consumer Discretionary
2/17/2023,Amazon,AMZN,97.2,Catalog/Specialty Distribution,Consumer Discretionary
2/21/2023,Amazon,AMZN,94.58,Catalog/Specialty Distribution,Consumer Discretionary
2/22/2023,Amazon,AMZN,95.79,Catalog/Specialty Distribution,Consumer Discretionary
2/23/2023,Amazon,AMZN,95.82,Catalog/Specialty Distribution,Consumer Discretionary
2/24/2023,Amazon,AMZN,93.5,Catalog/Specialty Distribution,Consumer Discretionary
2/27/2023,Amazon,AMZN,93.76,Catalog/Specialty Distribution,Consumer Discretionary
2/28/2023,Amazon,AMZN,94.23,Catalog/Specialty Distribution,Consumer Discretionary
3/1/2023,Amazon,AMZN,92.17,Catalog/Specialty Distribution,Consumer Discretionary
3/2/2023,Amazon,AMZN,92.13,Catalog/Specialty Distribution,Consumer Discretionary
3/3/2023,Amazon,AMZN,94.9,Catalog/Specialty Distribution,Consumer Discretionary
3/6/2023,Amazon,AMZN,93.75,Catalog/Specialty Distribution,Consumer Discretionary
3/7/2023,Amazon,AMZN,93.55,Catalog/Specialty Distribution,Consumer Discretionary
3/8/2023,Amazon,AMZN,93.92,Catalog/Specialty Distribution,Consumer Discretionary
3/9/2023,Amazon,AMZN,92.25,Catalog/Specialty Distribution,Consumer Discretionary
3/10/2023,Amazon,AMZN,90.73,Catalog/Specialty Distribution,Consumer Discretionary
3/13/2023,Amazon,AMZN,92.43,Catalog/Specialty Distribution,Consumer Discretionary
3/14/2023,Amazon,AMZN,94.88,Catalog/Specialty Distribution,Consumer Discretionary
3/15/2023,Amazon,AMZN,96.2,Catalog/Specialty Distribution,Consumer Discretionary
3/16/2023,Amazon,AMZN,100.04,Catalog/Specialty Distribution,Consumer Discretionary
3/17/2023,Amazon,AMZN,98.95,Catalog/Specialty Distribution,Consumer Discretionary
3/20/2023,Amazon,AMZN,97.71,Catalog/Specialty Distribution,Consumer Discretionary
3/21/2023,Amazon,AMZN,100.61,Catalog/Specialty Distribution,Consumer Discretionary
3/22/2023,Amazon,AMZN,98.7,Catalog/Specialty Distribution,Consumer Discretionary
3/23/2023,Amazon,AMZN,98.71,Catalog/Specialty Distribution,Consumer Discretionary
3/24/2023,Amazon,AMZN,98.13,Catalog/Specialty Distribution,Consumer Discretionary
3/27/2023,Amazon,AMZN,98.04,Catalog/Specialty Distribution,Consumer Discretionary
3/28/2023,Amazon,AMZN,97.24,Catalog/Specialty Distribution,Consumer Discretionary
3/29/2023,Amazon,AMZN,100.25,Catalog/Specialty Distribution,Consumer Discretionary
3/30/2023,Amazon,AMZN,102,Catalog/Specialty Distribution,Consumer Discretionary
3/31/2023,Amazon,AMZN,103.29,Catalog/Specialty Distribution,Consumer Discretionary
4/3/2023,Amazon,AMZN,102.41,Catalog/Specialty Distribution,Consumer Discretionary
4/4/2023,Amazon,AMZN,103.95,Catalog/Specialty Distribution,Consumer Discretionary
4/5/2023,Amazon,AMZN,101.1,Catalog/Specialty Distribution,Consumer Discretionary
4/6/2023,Amazon,AMZN,102.06,Catalog/Specialty Distribution,Consumer Discretionary
4/10/2023,Amazon,AMZN,102.17,Catalog/Specialty Distribution,Consumer Discretionary
4/11/2023,Amazon,AMZN,99.92,Catalog/Specialty Distribution,Consumer Discretionary
4/12/2023,Amazon,AMZN,97.83,Catalog/Specialty Distribution,Consumer Discretionary
4/13/2023,Amazon,AMZN,102.4,Catalog/Specialty Distribution,Consumer Discretionary
4/14/2023,Amazon,AMZN,102.51,Catalog/Specialty Distribution,Consumer Discretionary
4/17/2023,Amazon,AMZN,102.74,Catalog/Specialty Distribution,Consumer Discretionary
4/18/2023,Amazon,AMZN,102.3,Catalog/Specialty Distribution,Consumer Discretionary
4/19/2023,Amazon,AMZN,104.3,Catalog/Specialty Distribution,Consumer Discretionary
4/20/2023,Amazon,AMZN,103.81,Catalog/Specialty Distribution,Consumer Discretionary
4/21/2023,Amazon,AMZN,106.96,Catalog/Specialty Distribution,Consumer Discretionary
4/24/2023,Amazon,AMZN,106.21,Catalog/Specialty Distribution,Consumer Discretionary
4/25/2023,Amazon,AMZN,102.57,Catalog/Specialty Distribution,Consumer Discretionary
4/26/2023,Amazon,AMZN,104.98,Catalog/Specialty Distribution,Consumer Discretionary
4/27/2023,Amazon,AMZN,109.82,Catalog/Specialty Distribution,Consumer Discretionary
4/28/2023,Amazon,AMZN,105.45,Catalog/Specialty Distribution,Consumer Discretionary
5/1/2023,Amazon,AMZN,102.05,Catalog/Specialty Distribution,Consumer Discretionary
5/2/2023,Amazon,AMZN,103.63,Catalog/Specialty Distribution,Consumer Discretionary
5/3/2023,Amazon,AMZN,103.65,Catalog/Specialty Distribution,Consumer Discretionary
5/4/2023,Amazon,AMZN,104,Catalog/Specialty Distribution,Consumer Discretionary
5/5/2023,Amazon,AMZN,105.66,Catalog/Specialty Distribution,Consumer Discretionary
5/8/2023,Amazon,AMZN,105.83,Catalog/Specialty Distribution,Consumer Discretionary
5/9/2023,Amazon,AMZN,106.62,Catalog/Specialty Distribution,Consumer Discretionary
5/10/2023,Amazon,AMZN,110.19,Catalog/Specialty Distribution,Consumer Discretionary
5/11/2023,Amazon,AMZN,112.18,Catalog/Specialty Distribution,Consumer Discretionary
5/12/2023,Amazon,AMZN,110.26,Catalog/Specialty Distribution,Consumer Discretionary
5/15/2023,Amazon,AMZN,111.2,Catalog/Specialty Distribution,Consumer Discretionary
5/16/2023,Amazon,AMZN,113.4,Catalog/Specialty Distribution,Consumer Discretionary
5/17/2023,Amazon,AMZN,115.5,Catalog/Specialty Distribution,Consumer Discretionary
5/18/2023,Amazon,AMZN,118.15,Catalog/Specialty Distribution,Consumer Discretionary
5/19/2023,Amazon,AMZN,116.25,Catalog/Specialty Distribution,Consumer Discretionary
5/22/2023,Amazon,AMZN,115.01,Catalog/Specialty Distribution,Consumer Discretionary
5/23/2023,Amazon,AMZN,114.99,Catalog/Specialty Distribution,Consumer Discretionary
5/24/2023,Amazon,AMZN,116.75,Catalog/Specialty Distribution,Consumer Discretionary
5/25/2023,Amazon,AMZN,115,Catalog/Specialty Distribution,Consumer Discretionary
5/26/2023,Amazon,AMZN,120.11,Catalog/Specialty Distribution,Consumer Discretionary
5/30/2023,Amazon,AMZN,121.66,Catalog/Specialty Distribution,Consumer Discretionary
5/31/2023,Amazon,AMZN,120.58,Catalog/Specialty Distribution,Consumer Discretionary
6/1/2023,Amazon,AMZN,122.77,Catalog/Specialty Distribution,Consumer Discretionary
6/2/2023,Amazon,AMZN,124.25,Catalog/Specialty Distribution,Consumer Discretionary
6/5/2023,Amazon,AMZN,125.3,Catalog/Specialty Distribution,Consumer Discretionary
6/6/2023,Amazon,AMZN,126.61,Catalog/Specialty Distribution,Consumer Discretionary
6/7/2023,Amazon,AMZN,121.23,Catalog/Specialty Distribution,Consumer Discretionary
6/8/2023,Amazon,AMZN,124.25,Catalog/Specialty Distribution,Consumer Discretionary
6/9/2023,Amazon,AMZN,123.43,Catalog/Specialty Distribution,Consumer Discretionary
6/12/2023,Amazon,AMZN,126.57,Catalog/Specialty Distribution,Consumer Discretionary
6/13/2023,Amazon,AMZN,126.66,Catalog/Specialty Distribution,Consumer Discretionary
6/14/2023,Amazon,AMZN,126.42,Catalog/Specialty Distribution,Consumer Discretionary
6/15/2023,Amazon,AMZN,127.11,Catalog/Specialty Distribution,Consumer Discretionary
6/16/2023,Amazon,AMZN,125.49,Catalog/Specialty Distribution,Consumer Discretionary
6/20/2023,Amazon,AMZN,125.78,Catalog/Specialty Distribution,Consumer Discretionary
6/21/2023,Amazon,AMZN,124.83,Catalog/Specialty Distribution,Consumer Discretionary
6/22/2023,Amazon,AMZN,130.15,Catalog/Specialty Distribution,Consumer Discretionary
6/23/2023,Amazon,AMZN,129.33,Catalog/Specialty Distribution,Consumer Discretionary
6/26/2023,Amazon,AMZN,127.33,Catalog/Specialty Distribution,Consumer Discretionary
6/27/2023,Amazon,AMZN,129.18,Catalog/Specialty Distribution,Consumer Discretionary
6/28/2023,Amazon,AMZN,129.04,Catalog/Specialty Distribution,Consumer Discretionary
6/29/2023,Amazon,AMZN,127.9,Catalog/Specialty Distribution,Consumer Discretionary
